Account,Token Account,Quantity,Percentage
H1fJBJRvtZud9remQrLu9m3cZcrftqbDbd7PHkgJepYb,DejFuxD5RE4Cqw7eTmeSv9qra5MyFz8fsgr12WhrYrm5,181948.674139251,0.02
AqygKJkHj5CKjfezLJJyygTTPWsfbdCQgTsrZNFP3ig2,Gyr1K7NhmQxfZspUtghKjZ6zeQ5mVszRvAcbjGuvmmHj,174369.421364506,0.02
AQ94i442oQj8NCg1ouRVvy88LnrxD8M8MtwdZ4XJgk4M,8o9GDnWwG3xwCWg5CZi6GZsQThj2sEvAjHVxZ4YZSu3K,171938.191622135,0.02
7NkJmHAivh8DvdQVnvs4xDoxjyPBuy5PyDDP7WcSBL8P,7giH79Sk46zNc4SWBRkRFime6EAEL4BV9DaPio4722ja,168319.976739899,0.02
2u6MYFTb9TfynyukUUhYwHfyrv7CN1LWc8Dkg7ZQ1ziU,DwiUfecTuXCjmKFE2h1wjVJCfKLVzw3rG8BmXvR6dAa2,167960.207255268,0.02
99C1QKrebuWWerv13xhV6ZC1nvTyCtBxxzw1QTZPdi8L,HFZAGgctfXiXtxVYiCJG687Vm7R7ta8T7BH3vGh4SwAc,164619.31092894,0.02
J8mnNDLXDYJwpa7FgLwdpE3bZneRs6n6L7ZW874vstTB,BeaLgjKZi5miEV4VKoyRh6WrCsVZwdZpaWtMZmkqnMyW,163808.324186563,0.02
8be2SVRJY1Z39MSfXmLXL3fCGdvqJGoBBPGLXruQK59M,DbwcXTnq7S1peTAYLMSVbE5LUrsDJJNZbiZw98okcANy,162517.905307175,0.02
CjDpLwj2ZQjkwtgMsQkQRLTL4Z1TTMFwJVnTdbxMLqe1,CmknxgT5NqLCezURyBbAzkVqxozESB9zeToBEGASBZGN,161117.084304217,0.02
GzJY4LpmB4yubMMsaxCw2tE5HuvVcscjCKNex9pa6nRr,ExsGc9bq2e8JNpLBzd8W3WYngWL1xJqM1ZvDzzcMEVEu,160621.436700663,0.02
4bzfeW9SwC9RRyRDdXjtmW9Twr3pyaDFiaUhRPRdFy9Q,BiLW8BWHtn5hYceKdXTmV2aKURe5e5b7Q4HvBN558oH9,160369.682409017,0.02
6BgRoGHXV4jC1KjgKCTYoWyL7NubtybL7UPbbpq1yvxc,Hi1MqFTsjLgThvLTxp6AJMWdZh5RKWy5UEb212U8ht42,160094.761667448,0.02
McB8FifWTWGYQW88Kj6u5dvDonqRwFePeWX4SHuhmPq,RZSs4NexHbXCXio16RNHnye3EvMcu1kDdBJ7hDoz4Jj,159238.220756789,0.02
7Q4JdQWEoB9EWEfFzvfi42rTx8vbX52gA37gMKPLytPJ,D1KcFBhEnKhPd4VGkmN5cnWzXRWhojCrfyg4JYgAwGYv,158187.362330299,0.02
R7Aige9QfP9GNfpTnuUnAR3kjgHcAmkG2ZBVWndnV6M,Ewrb7C6cNkTPTgeq5ntUqZdyULwEZcDeYywT9YSeB2Ty,158123.990205194,0.02
ENx27Z2DqkXA5WBHy8sUWeuXQvBUDevUdnYtDSE4i9mk,4gcSmDpCU9773txAovGGgiAMiMH1AbegFgdcBNqGqmra,158082.865330057,0.02
9tjWF7n83cZgGxM52jYPfdkUECgwWLju5tQyRNu2cswP,FCydJodva4BWag4VnUQj5WqjTbBS5mTkwM2asanN2yBc,157653.229821949,0.02
9KGDzKJyM4ZNVUWJxxQa4VsgibpxjMZZrLLzKfYW6FxA,BBjH5LA4FFH4UjMacRupQQG8PHrJcSPtJRmbfMVbLZTT,154792.06621375,0.02
Bi4xguvdkbMXdJKTo5Jj3wcsqGyn3AjCpXUGFhDTqKQU,FheQ5CwxeuLx84JRYffJVsAy4ZAjmQHyi4EKCrQTd8Ce,154242.154489395,0.02
F4yAKkrVUBa4gbLnb6tP4ayuPBdWUed2XUKBAt1mcL4u,HbLT3opX996YBzhst7G7xKKu6sfydvRAk6xtCJqRGnhE,149657.344729009,0.01
BPxWuyBBgHf4j62b41EdX3BMFfCsdYEx8jTeWDdZ6kiY,HbHQAznHWP88DMi6cdrD6gE6m8pmPGe3TYBDfnMmAu5f,144446.059314271,0.01
91pMznecGssZQeEbSTwpy6Accvg2NkD9abTzsiaq9gXp,DQHkDT1M7u9wBHaZECKV2CoGNuvwxuWQcW1998Xbgtte,143775.119656706,0.01
CEqQk2qZUW811yCu6h1rJrei3AiP4woUcQH9zXL2M8Z9,Dcveo2583ejmDdMeRej46rwQkwXdrR318EXFqzy3AC6n,141079.1585523,0.01
9hVprkw6VMbCkecdmc7S3uYrT1xV99g3he2mjyC8kSxk,C7JcJntndzbW9zuEoXS8RavViW9UPHssnjvTA33qNqhB,137808.401074947,0.01
43Q4GbXhg7H6fSCUgKX28QUXQKRXgMLxwSzHUisp1tJ1,BAVFa3fmT1Bvuws86rze1mKtbFGnUfUzVCS1nLfKTdHD,136697.500297137,0.01
97MJLzogFWEcqvL2DC9xdUHArT6jCdVwGH7oZk7a6eaV,8wdcjUJb4e1JvxWYgoJQgZjBCBKKgWLUDfPEHzLjRvHL,135616.554728967,0.01
B11yMEP7bhYNsJ9wYxNiDCY1zPVqeGN79FAeJ2j28TAA,G2zMZVsiZg8iTESaHGBqriH69joeSP4UzXtMwaaJauCp,135074.457110256,0.01
GWUb8p8bjwrNC4XEzRaffshHbdJBLB3yuxE5jif56FwW,4iRvrzXJCjK5mw6GVaCACd7WxLZjkcSSXKNCiS625KD5,134065.073383014,0.01
DrP5oLUcE8g1jXBv8z6D97KKjC25B92Bykp5TBQfNPj3,8rH2KLLoidp5XB4AxMqybN7PRQ1a9M7smE2yixtWKZxR,134049.40295809,0.01
3efkdz8qdE9F76qJE7W3sgRKfwyAeQsh4BbwXH8irota,A482EWZ7znGzLBcrjjhK68D1U89Kak3ehkgjACLXPw4c,133667.468617002,0.01
3epBE2KdUvXtpniKaGaMUSgGGLf3o1MbyQK5ciFP7dAu,2E2rDNcMwwzyTsXvrnKwvAPn1vaLwS8uUgAQKeTh68LC,130666.594754025,0.01
2VMDTysHFhN8MkA3jCs7cwHQnVjKQSye2stozfY86zyV,9GiNJ6mqXcv8RtWeXpDMzjsChgtMQanQ7it5wb7zRscf,127979.372717631,0.01
6J1ZURSjU6ofjQXCdAHzDBS5NmHpAQtiTMDZvfc8QqGv,59DxDNZo6NPrAhwLs2mD2JPpkBHt4r9C45Tm7mJDqgWz,127842.760354772,0.01
Er8FKQnUXD17zrpjJWq7Q2WkHHzqhg6zH2gnbFooNT2p,DsbfFdjJGEzbNwMJHWdhRDghzjPYZTcWGy34wKM4ayKY,122828.960483872,0.01
54Pz1e35z9uoFdnxtzjp7xZQoFiofqhdayQWBMN7dsuy,Ej7n97xBydgqVpfBqQf2FJVyWXH4mq51kincFvXcb8gC,121404.789337543,0.01
CCTxmByPocyxqG7FRaZghLLRAvvZ5B5qTY4qdYGknJos,A3LYyEP9Cco1ueC2wKSjwhmm8BADk7wKjb8djuYnEiug,119732.687293306,0.01
GeNs4QQdhCqgM2JDETJmSM2hZTKdqNWHKubUx1ApcDXJ,29ks1M4TkeDimbatgesBA1mQomZ9SwbfEDQ7nLtjYqA5,119492.408694483,0.01
CvdAFAbytiF3gSfWJYkqahwEUrTnJJG6Ln59ayiho2LK,38ZkJ3fc2ht2utrerHwjx1ueoMKw3azKXSbxtijajscq,118264.906318827,0.01
CE9bzL5kGnosaYwxUrQ3kE5hS5uZZUahdD26ZScjpxSG,8hrnRUa4WVsoK297dVAitVxV5Tq3fh1ixvikPkqC3fd7,118004.318656463,0.01
GgD9Y1aggpLnxtcrfahQaXeyN8N3dyiebHBLGBJHRxuJ,BobtjeCMGnZK1h2ugFqLLoPGhMBGY6a6hN7hz54SosGX,117542.729722268,0.01
Apyc2wky692dSSTnoncHgENcoyS88TT7xp7BsgrbsdsR,4KQLSPxM8V1JS7C9HLN7kjico7dERBjxkuL1R7if7E2Y,116184.060203846,0.01
AW2RpPLLekXdk4sGzxwj4fXzodzpWz8FUJyKCBQdSLXc,BoR1q7X1dFrXUDv9o5ypTxcjyFuBtKGKhRj3fYDHE8pG,116075.968063311,0.01
51TM4oksAjwnzcuhUCV9GmgM26Vxi5X4oEDtgdQVbMFq,DzkerZUSivB45dLcycB2dqCrWaCKinrNcr3nEYuSDpon,115180.068856579,0.01
GA6kvdicNU4KiE3BWE1WSGvnk9Zvziq84Jz3QbQ1aeD7,9hH7saiTTqJRcSchdjdvaAHmyfDFHot9PGESWC7pS2jx,114705.214701221,0.01
EiB3818fQwCgWZQniZoAP7hEd7kx6Ef26hEXzN8JJ3Ab,89YakTCuNUXnxthY66iMs8nYfJjNax9dpgpXrSmVS4XC,114500.968512889,0.01
DyjF4jBbp3znjqCtvQuBnKAXJCMTwZ7Beubjj6XcZLGP,5bwhrGNEN2KBTxwCW83fSqUwFAqjELEHZTvdysgLu3Uz,114194.971621964,0.01
FpyeNuFEenGiowEPpCig6ygR8wq2rpAJDWaCYJSWT7L1,zw4XXXjGaHR79QKCaN76fXjWbRg5YgwTdg1MbDnxz3p,113618.518924079,0.01
JCjpaSMcCCTLFLnerjU8gjrTnaPiZRqt4ycW4qViK8DU,BoKQV8tf12YgqPP3nxuXXtW2qbrWbtsKDiopYvhWUHeV,113255.266005519,0.01
Ghf3EjoyVF25GRZSEVzMpCUytbVwH5hBBKBxKhLoCK6S,FuS6FuFY8sxQ495CbErm4nXS96DXqsBfmmFToHvEiEcU,111699.504138011,0.01
62GTaLT23oTfE3ucjhMCg7gL4PKmkqm4qjh2H8f6mefU,Gfg2rLMWXbGRbCMK4kUBC2QpVPTFudzL8AxUrHL3i8Ai,111360.713616316,0.01
93vbWALyTv96SEMLa1miPGFDSyiDSjQnarzDGWpYBu8p,jfh5NoWwH7vj4qHCvLE9HdhUJC8oWPRp6usdC3htGNa,108278.113360158,0.01
GVr61SY8o6gEh6R5EjaySn2coUHCgXS1sGJH9A4DdcnV,2iNtxLLT1YgKpqff9Pz3SUgAyh2LmUw7pnKmFxUfEjnX,108038.362141109,0.01
fJrgJ7DfiFiScmRjYdoCnHQBEcfxUuEkuLf4qvX6MmS,DcPudP6xMDRgu2W9bD7VJDsRtCPnC7cVW6isro8y19UN,107691.62989002,0.01
8Ddsa122xkqGPkGVf4gD5pcRkPe6tWn8oAZUztWVh6td,95M6XYDQGW7Zr7TLFFX5MrnkM6iiysFpnfADmjPAvzQT,106633.524362456,0.01
A7pDsdGYHNKS8Asv4goehKF6SUTyyTcybRKMz4Fv6caY,B9VFLrNBWn7S76ZRuvKvTxyv1H3Ks5AsMEmPVd1hpvb4,106471.567898883,0.01
5Us4gWxRSjN1wo59BL25bETUGLMtnSvtRBRj9QuNoJ6i,2Xh5B81L4BRm3MJy6cLBdupXTApuVwcYpxMwBpqfCtD7,105238.296966895,0.01
F1JEbSEqHpPSnPSQdTiq1fjYD1rfdeyCa1r7EjStEcRR,832VF8XDMrPLuNgv6jfGK1zz5EP3ShftzA3Yn78wdeGU,105053.760628601,0.01
HBEGPEtnGS9RU7stWCr2YbheZS1v42iLHXwNkeRqSm58,FByGXA9KPnwWgosSKqfSECVMxTP5CyAX2oUTjCzigqhh,103579.335490493,0.01
9pdYu26QbEeB9zhatFMHoniaBcN7kTik645yAMpsm6mB,9KptKwUoKtLGqJE8a6KJo6gyMfTN4DnJQc3E9WtrdWVZ,102636.437010312,0.01
2KuaWivZdyopCqPaikXKQmfmcNWhY6ByVgSiyaoQjDxH,Frs3HH83r9tovnghGfxZkAFYym1CHa5TCu8FijD2cnyV,101782.696531053,0.01
DJ17FF44TZxoC8VSttxF1wRBNnHANX1LMJ8tZZVe6k4i,BGVMAQtDBEAkfR9QnMqwWRB2xreetwAXnpRezUZ7aBi9,100142.6717205,0.01
A35toZBG4fQktRrppCCA4uxJdhzyaQREnsESWZPxdYAo,8Vwp8NTRmT3mLXRHsFdB9tEJMWQWUUavmnrViGanKV6n,100097.221869552,0.01
8HS6WAeVzczdrxQDauHDQZ4xU2TjouaSq2QYdQrBVCmT,Crcxcz1wp7Nm9ZVyJFUifwJt9YvpgJf9BACeZSQPqNoB,100001.491215151,0.01
5LNa7w3WemJF7vbtpecoJEccvosRNKMx9UZ1aGLiBN89,6DpPPFVgPGqaxM1PmW6cq2ueCv4KaMsVDtGSzj7UM3XU,99972.473735967,0.01
4DK1n9qV2LAMUzaruqyAXssfZdWd1cAJ2wkNQa75sDaX,58vx3TSV4q9mEc26aApb35FN9EA5ZTSUu3onSB2w4nKh,99703.244000187,0.01
HFqp6ErWHY6Uzhj8rFyjYuDya2mXUpYEk8VW75K9PSiY,L2zG5rDckFvdwLGBQtbZRDG9L9gGQJyEjFmssrtvnd2,99081.747668013,0.01
ETqqTHfUHtoNazFgAQJbBJqLoRsY3b4ME2tKQyHKM7xo,46FFMBinAXbjHhZ5eKezb1r1AC7FEdprmMrT32B8isUA,98406.27821411,0.01
G2xBrouhkknwjpYTbedduLXvPC3hwTw5qKZ1Ub7QgPgN,51Ng4BAsideETEBGttsASUD7iDLkzJDW5KRLj3zCr3ug,97703.671788328,0.01
HU23r7UoZbqTUuh3vA7emAGztFtqwTeVips789vqxxBw,4n23c2nnoghrPfNm7ZSCK13QnRwbk1vtvb6DcnQkHyE6,97596.917540832,0.01
7Cnu4o8p2ejvF74KxCWJpieEoj5JeViMoZ4LUm4VeNkG,6RapU3Jii7owRP9bmk2x6qAB2PwNg3ERfh9zNmNjXQqD,96231.953014956,0.01
F3L4SHtoa2pnf5tmaeY6pZuoP7e1YThfu7FeTS3RCNR2,ESYwsB8CjxVPTG4RCVUmdJgfXFbFHiK8uvDVwaoNePsb,95374.165330459,0.01
FPguq3zbRbXUHZ8VDvBebkrpKuwGoTS6bMj4wXrsgWAE,Dz5zNmwCeMug2hjK87gDMQr5uweZqpL6W7YwwRopzd5A,94746.000869167,0.01
Agx19UV64gScJ6BL2FTvcWkbw8D3DzVHkHxE4YuffcMf,7WBPo4MdGPxa4HJj2NyVsGYxJmY7K2iBTaQuRd9BUBPN,93244.740474435,0.01
9ze4xiqRdEg3KiEWivu4YAE37dRa1XuCG8BQkyXTYgDx,54JKSTeNYXEPuhg6jK6g2CbTmj22jme9WX749e9v29E4,93125.958676414,0.01
Gp8NGfprZ4wUmdfiVaNcK5JCDUHNdBUVdjERVaen26dk,67MTdsjEbTDULj35KJXDPBHJMHMtD5Ychr5WQ3FkCRFh,89323.465215847,0.01
FNzUsUaE5NYvSmJuKdaQKzrwqqp1PX6y4fazZnW8xJSD,79czc4PNyV2bQXGiRf2BeBpAar1tNqjG3o9iKBqwM8qa,89171.976035766,0.01
58eBwcXuk5imaHf7C4fNfMahRsLEq5vaZygk5pidcocm,DYuaeYuSR6gt2j7wpKaNWEbqTVQ8pc3JwFwQ9h3zbduV,87391.65109274,0.01
HifTDB6UhJeM48SpWF6cJ3fgbwKmQ1gyaDqGmCA4JxAV,6m8YXUUTRWostzUmc21whBTHp8dNZk55mdN8LksjcN76,85157.545107891,0.01
66LC9QBD3H3mbbujmGBR9UQ872LnmnqtxqrWuWvZxtA8,BJuJBtsjNorYpMGUBcUcS6EuEqWTzfJiUUrKNcWrVDV8,83873.346324677,0.01
BwG4RA7oYaUjWXhSXUXAekUAbATZAD9FLMdMeA7KGJYW,2t5gmydsRTJiUN9gukiqfnpRvvFYqKAqLJF3iqukWvDm,83324.559574685,0.01
6bNuBaL8EwHkPjh1YZTodqY45hKMpt1T9Q67bhvd6B5C,DzfncrfDTtuixRXkSFnHLZr7nHuopgT9w17Nkp8KAMjV,82239.427027463,0.01
GQ74fGYR8UEqyrgdF6795XuSPMXLb47NJdc32oDcqpe8,74GgjFvPXG7pDrLcmjx73sHXkqQTDphykpdnFsjVQbhh,81952.444091085,0.01
CadhonMXZ9n6ZnvJdiBx4ATVjHhDpoh9jDpoLRprHdQM,9um2mT6tMXc2uFbSD5iFMh5U4DYwnxN4GgbDMMWvBe89,81890.161854499,0.01
8ycaryd1uXd6JFu6A2FAZ5uM5fAaM6QqHgwMYpWmowbJ,9Gx19cBicK5UAuGLY3r8je431xusu5sf1C1xCLabMd9v,80510.926517278,0.01
E1NYtxkZagnaUghBKwRGChoJDdncgabwepeCaK1jyEvf,GMm9rwWzJaH8Pdzq7eRt6NZjgHxjkCy6zJ3qA7K9gD5P,80255.119125606,0.01
JAmKjFM1Ra7iperHCaczjxWWCjVMcFW3wV56rcyTVybH,6EeuYQmkjPerK7rWgN1cQPoqYswQwULpDGJQNUrF3y6Y,79437.81747233,0.01
5TB8iR4kHW2sWx44FQwbPGzVKYPhn9qsP72c6AkWdfTj,HazjNsYHhBhDQdPGkDWLCZKzZx734pcyftWQUKTyoTSc,79096.717764084,0.01
CvDTGzBQMwE6tK4wQ3mY62mHvAnWqv9CRikm9aPeLU45,FoDAoQXmyQTEaGkaAG5gMMY2rdD24Z1edGZAe6wFDm31,77991.815448279,0.01
5jGpDG49VYJjRMbVB2kU7gLFeTXCrg87gEumK4bMibWB,CRuQDNeGJfzDDNkuZwEPYwT6BXF4LYF69f6A1xsf2mPn,77951.827660019,0.01
3CgvbiM3op4vjrrjH2zcrQUwsqh5veNVRjFCB9N6sRoD,C7nnEBNNxEXVSKyAu58eYewZwumAiXVDPo78tfpPGecB,77492.458261651,0.01
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,5yGavUV9LeTctxxhRyhjW8wLUi88WZuBvQJP8H9XX6hg,75729.626490594,0.01
BTc5kMdLE2Eup6YPJrJiZ5bzQMvdj849Am8PbvBTCuKr,ELtTrAJzystkdEVhgWL1v3J1xrYjRWoaUsrRfzZ8k9AN,75627.845730145,0.01
ADWDuMSR2j7QBm6jM4LbntEzR76kxknRUCmYRBNJEVSZ,CkxEXLjuYgzmns3CtQFMocJ2KtK5e65p6YhUVKQE6rQT,74995.836817719,0.01
FMVHP1xw6ZHB9zLGyrJeeAvEzCBgouH8bPzdkYqq2C5W,DWh7GDBwosGVPUFjyibCepe6h5oVQHfXpVEiHfqRFeoa,74667.081733907,0.01
GZ17YCEvWAnsPjR69XmBYmrymkHp6kGKzWtjhWmxLUYd,CqxQNkzANzSxreFntWZjRZ3Wa6gxoWrt4y5FbTqnWhvH,73912.800088373,0.01
69yhtoJR4JYPPABZcSNkzuqbaFbwHsCkja1sP1Q2aVT5,71sD8KejEmyPsKafS8JzvjhtYBHqVt5FzUiQSDVbhZbc,73155.391415839,0.01
2rnLTj8H51mQYn3317wQAxxFJopBFWx3fw17WEr4sBT8,ArfiVJhBwtHNqAxWLRJupy9L2qJtKvLNHFiYrUiut9ee,72342.53527974,0.01
Dv53qbc3gC6m6BQpKn6oKY9vX5dNoSqsYdH8DwYuutsS,FHc7jr99h3VQDotRbHnM4zWPPDNPS2V3EAu5KS2sSfD6,71720.798109759,0.01
DXo1h2U4tWw2Zk6dYR2mGoQS17aBRrzHD741ZMGNaRNj,2Qy9BBJ3xis2yWDweUsw9TcRrBtBbJ6sMRfxRPHuFat8,71588.431121988,0.01
4yYKXTGgEjBzvCG5nMyxqFrYMFJMJwgyHfLsdHz1EbLc,5u5WuCmmFKXAr8bRah3fMpdzkNXdHc6KGZhZ62FenMqR,71257.377275253,0.01
HiCB7ZWMAqorU3vqU8Zox8nbZaLkGFYkEtSUJybqAsnm,13itAXrfGJQTegnQMjKMM446rejYhx6uVWMcvFfcRkdy,70341.439127634,0.01
3E7i4hmkom3UAHbSD3HE45sjCoyX6a8rtjLMdNG487BB,5WvPu48yZaAzC27pJTiVh14WLD91eQqNZbSmP1gMEggT,70322.287441803,0.01
5tp7S9XezRUYaHNSvVi5kY7dGWsZbCP8uAtRdHHFEGdQ,5fG6pGXY2vnsgWi8bFYDkyfQKzh93a7WhU1uE9cjHAHr,70010.669722279,0.01
DAkiQzz9LtXaXsAtJvZjmuHTe73JK2wMZtxPj73BKL3R,4SmJbLEJhC9v9zvYiiDQ4BvZMmRagpjSvZ4NwimfUQEM,70000,0.01
3xbj2B3gDC6VxeKL369VrFzF1Hs8m4nxgA9nvgxhKKCS,EAgN83Lfh76kKgagmbLbiBQCwsvtrjyBBmTLMMspTaum,68030.214633398,0.01
3LoAYHuSd7Gh8d7RTFnhvYtiTiefdZ5ByamU42vkzd76,EkfEZD4QLFuWMfgHTwaMj63AuCcaD9you75chDVLsz1u,67905.123446292,0.01
9ZP7uaMeQq4z5GHQxxBQTBvyAUvqxmAookdsch1FfPNf,AMNeV2iHUMZZQpvAnKhLvfXDAkzMXL71ncvmyF9SkoBx,67315.773662686,0.01
5Konc8y4iA1AKgVUHVH1KXQuTBzM12sVcH31RVjBBqZU,5xfghUbeVHvTSTDX7KADRf2ALW928qyt5XwNfjDyB7pi,67193.300753677,0.01
5sHjXYoSyMQjcA2CkZsgVdskWEquzPDNS5Zaixp51Kp1,GcL2vcCAWyT6iSvNK36agi3dkNVm2xnA5BQH9rqXUTSz,67115.581776864,0.01
EW8fdqveEvghd7A6TVQmvRmVVEef4V5tGFbAnTKMLYxW,DsK5E5cCyjD62QBR4c9kbFqdMDsr3K9SVjeNKQSs9xeC,65852.376659885,0.01
3CXqKC339MsuLPNzhKg7UQsQzHiKUEYfDSaFF5o8oCBK,21tipQnCP9eBb6BbxyC42pdAT6D1NbHcWXmnc3zB2gqv,65546.189117014,0.01
6jycjXgokcRkL13rP1c3ZPCQoL3NZNytGD4VGu1q8rSn,6ZnAra4KWTb6S1fcZo4YZgJo4meMyikPMLtdFk8qjxVR,63624.333287087,0.01
2sMGoZ2bXT5BbPdNgVCRZC218nnB47A6bbzbUdE6KKXJ,9117ftC8ZPkjRN5AmL6GHwgfeddB5aYqiJ5dJmHSNva8,63430.409240105,0.01
6oCu9qQrA89MgdW6LpLaSTJui8qWneZtkrLD1jzSnCDt,BGmpBMQRamJgzzKMTbHwCgbmcXncxM86tc6o2eDja3a3,62466.544957849,0.01
B7EDDxntcc65DRZWNCcwHUtMSXGMj3AB8VQTozP1eZxp,5FTN9HA2LA6oRhhFAdooTwgBSDVDPmwNaEMjYmCzTP5e,62252.985596888,0.01
EP88EZvEhvbuYac1XC6w9t7crM3ZYDb4D8YAPe2FMwU4,4pnP8d9dqJZZEZgjh2a8qvBn9wqLBAhX6rbMwqSx6D8W,61249.099556605,0.01
2iZgsf3BorEmY54NVckX42kwxCLvDERz4kpxyBJR2oKB,DiuC63Xhs4VhFnA7CK5S88kmmAA5VirGfSgcxSE46Wxu,61200.585603367,0.01
6y5EdWTQkutTpES7p7j5XRPp172KHZk9HJ8Sass3mTNS,7fFpooLWSp4i5yXegqwfS5VmtB1L7pxGTfVvjTrVFxKU,60440.863045615,0.01
GP8StUXNYSZjPikyRsvkTbvRV1GBxMErb59cpeCJnDf1,5zCYMAkCdGYowkn6L97Nz3iZ866EkgJRK62Sfg4M3D6P,59968.503351239,0.01
6UEq2LUCWN4TVdUnvG7UTPC1LPCoJysGg24drccip79G,CYda1bz1Mjhr6wxrC4U63U9pPEvWVi95jRoK3pxJMPmg,59949.449047456,0.01
w2Md9wkuqkvjeFEPg5i559wcsgRHMtT3pm4obA2mcRn,8RzWJ3VzN6UcAryJY5rSLBp7djsojXwDuesHFewybjGL,59935.406540071,0.01
6c8UbXaAdkMkRcEK2eXirXzNGQSf9dgtv6ERuowfmmJU,3bz2HTPU7bbb4SJ7jiguNhhET3EhZrUcw9XMx1psQJcT,59917.340044182,0.01
BFh6SnHZoMkYDKqpXnaD5ioe9XwZvmJ55sEcryY3FMaJ,8k5ndZbWLG4sSin8TZkkze7qMsAPkajyqaV8WqM2fGcy,59015.120146688,0.01
4DTy73EvpoFEtqh5oZA9wzy2UkVEZyWauXSoY2EPSAZm,9Ubz8UfcjYqsiebMihvQTSixdL7MRGEiXSrAWcmUBzxT,58658.967136894,0.01
53xYNvHLnJfKQJve7W6vzNLRREJjsWyErBGL7gBzR3Pm,Cb71qoe3SPu66PreB61Bnyoq8e5VhX7LijmmLhRbn7yS,58260.949335148,0.01
5veEu6Vi6NDr3JZFZpowmzJoDC45T21NrGNdMnB9dE3s,2MFvrLLtjs9B47rbQG1rGJnrguj7J4PjbH2h68BMXimW,56713.079502904,0.01
6cyYbCFqdrc6eV5UGfZh2UBoCZWQkoFQzD1iHfbS6pBW,A4CgrvDsUAaJQZG6kjF2HKH3ECLrer9R7xhXcLgdvi8C,56577.455874852,0.01
DSN3j1ykL3obAVNv7ZX49VsFCPe4LqzxHnmtLiPwY6xg,6qZ3oFMPKqVWgfMkghzKtHv58iBuhCxBy4eYuae1TvcA,56000.515054762,0.01
DDQufcevfVhVh3EzJajmSMvY5HxvN2PxUym7YDjM32LT,2RWHG5svLt7o2qPaM7GLMtvmaE9Ed2gxEQhCsS2V7Xpk,55645.495371224,0.01
6iNL5FW8f1oNLVX2SKQbNitHK2Aw9rmMVT7jry7jxvhP,2diRBE9xeQCe3zUVmxwz3DtMmFH9wLady47w6u4stqQq,55124.647323063,0.01
13AoDPh3XkJYwJWk5gySinumNRjgCpMhmkhSor8936mr,FoA11YkYyDRnskAo74ZB7ky84qaqHccv9vPhHPtiW2BE,54570.448586918,0.01
AauPsFbsW45QVEVcnwBeXXUcYpY9d9Lz3E4VNQ3mVsH1,FtxKZdYCVZ7VmXavvZCpkFpn1nrvNSUiSwBQiNQPVNy8,53999.139770813,0.01
7iWnBRRhBCiNXXPhqiGzvvBkKrvFSWqqmxRyu9VyYBxE,4hwQLQZ3MRXHy7KgJuFx7kTtsMCgpd2P9xHGpbhViUAb,53847.606250338,0.01
FayPZ41t222by9zEAzVaLcvGHkGdhQQbuazcMAnRdS7b,AvCh4YTipkqurCTPNWzJMftud68Y3hNSDMwmViSfZoja,53809.261241923,0.01
GgALL8Xp8pPYNg4wYKpiqEvbfBtQVenBP5aedtm23NUL,6yWWuq1H5QM1LvXnFM43g94TD6pSzftE1e8ptvjSeJqC,52709.927697523,0.01
4bbSz8e3RRncpL1KfLbYbnQpLpDjqJrqJZwsiwcfsmWZ,GviCx58wNWKCeCg2Xdtfqi769UJWdUY3GE4oeK97rNad,52142.173258672,0.01
5TCFMLmMJaMyHjVqveucKLtHwr4XBuAohhmzHEcSMWfa,3rnmaVrRjNWrV3Ua2J6TW5qMrYC6MHfwtAGJEzaBLkUi,52065.636848337,0.01
DLi6t4d1DWW4uULuFmra53d6T2VAY3rZCq5BYGsg1qo5,EmDumLwuXAbRTtbhCsbEXemGRNt3Hzn9Fjh6pN2n2Cqq,51589.178599697,0.01
6PbNuTDK6SgEh7x5YaKyFRNCya2eiBfm8YyTGM7AybiA,279tmASBydWVFrrFLzonYx7YCp6ij8yypiLXBDak6UnG,51287.716480615,0.01
9onaxXebrRbFJhH6SNdop9w3c7uUw6cHYALFbu5uNhub,9hdhHPhNc9wHwpe9njksguViPWizimTHegTZeM35RNTu,50631.616874664,0.01
9rwsgJMh5zyCzRFnxkKV4JkQuqSaeTmHd1L8kfGPvJVp,7crN7ftxgezPZ751pN343tZe51PQbMTsAiFgxNmGaaku,50409.04037088,0.01
5j2tRrxBkZ1esUFrhFQjhpZsxVF9mRFWWtpU9MRD442X,3QuhTWzg3jnnkfS5VmpzJgrBhDdTT2HmbRM2SDMBMiPE,50089.947057235,0.01
8WEV4Tg4KnN32AK8Ffn23jy6J6BVtUGaDCaneLvjvvDa,8RLSVszkBhkMQ1GGyQaKUnwQfQW64bhm7KdBQPrCZne,50000,0.01
AHfFbYvXBuSfDYMaUxwzrJ6aA8DBHW8SSVgvu5QowFAT,51kFun4Xy9QP2abEHre2oEvZ48mkmZNFKP32ZK63pCZ9,49764.298429009,0.00
DoYd9YzW7gWvLjmPkQYaoDg8PrxnTK4VDN9MawzbXkjh,3BJrYrW2APJacJi5PbtN49yFrq9PVoS3JTzHkuv6FkjL,48867.402618205,0.00
